Job_name,Job_description,Posting_date,Experience,Location,Company_name,Job_application_link,Type
Portfolio Manager – Fully Automated Strategies,"Upto or over $500,000 Total Compensation. A top-tier systematic trading firm is in the midst of a major global expansion. Backed by a proven track record of strong returns and cutting-edge infrastructure, they’re now seeking world-class talent across portfolio management, quantitative research, and AI leadership to help drive their next phase of growth. Asset Classes: Options, Futures, Equities Strategy Type: Fully automated (HFT or MFT) Requirements: Strong live track record with high Sharpe and significant PnL Compensation: Very generous PnL splits Ideal Backgrounds: Tier-1 options trading firms and top systematic platforms Why Join? Remote Flexibility – Location-agnostic and open to remote setups in Europe Elite Infrastructure – A market-leading internal compute cluster supporting ultra-low-latency trading Strong Capital Base – Enabling rapid scale-up of successful strategies Collaborative Culture – High autonomy, deep technical focus, and performance-driven growth",N/A,N/A,"Europe, Remote, UK, USA",Durlston Partners,https://durlstonpartners.com/jobs/portfolio-manager-fully-automated-strategies/,Remote
Quantitative Trader (Crypto),"A leading systematic hedge fund, known for its specialisation in FX market making, is expanding into the crypto space and hiring a Crypto Quant Trader to help drive this growth. This is a highly applied research role with full PnL ownership, reporting directly to the CIO. What You’ll Do: Design and implement high-frequency, fully automated trading strategies Conduct market microstructure research across crypto spot, perps, and futures (no options) Build and refine trading infrastructure in collaboration with a small, expert team Operate in a greenfield build-out environment with room to scale a team over time Who You Are: 3-10 years of experience in exchange market making (HFT only) Strong background in market microstructure research Python expertise (Java is a plus – core systems are in Java) TradFi background with a move or serious interest in crypto Builder mentality – someone who drives infrastructure and strategy Team Vision: Crypto business currently in early build-out phase Opportunity to build out a team under you For high-frequency researchers with a builder mindset and a passion for crypto market making, this is a rare ground-floor opportunity.",N/A,3-10 years,"200,000 - 400,000 GBP Total Compensation Guaranteed; London",Durlston Partners,https://durlstonpartners.com/jobs/quantitative-trader-crypto/,Onsite
Python Quantitative Developer – UAE,"$160k - 230k base. Python Quant Developer – Systematic Research Team – Established UAE Fund – UAE – $160k – 230k base (tax-free) A well-established UAE-based fund is expanding its investment and research team, leveraging systematic strategies, data-driven research, and robust tech infrastructure to manage a diversified portfolio. They are looking for a Python Quant Developer to join their front-office research team with the ideal experience being across Python, SQL, systematic trading, analytical skills (eg. financial data analysis), statistics (bonus), and Macro (bonus). This individual will play a key role in the design, development, and enhancement of the fund’s proprietary trading systems, data analytics infrastructure, and systematic strategies. You will work closely with portfolio managers, researchers, and technologists to support and drive research, execution systems, and platform development. Key Responsibilities: System development: Build, maintain, and enhance quantitative research tools and systems including analytics engines, trading models, and data pipelines Research support: Collaborate with investment professionals on the development and backtesting of systematic trading strategies, signal generation, and portfolio construction Data & analytics: Engage in data acquisition, cleaning, and transformation; apply statistical techniques and financial analysis to derive actionable insights from complex data sets Team collaboration: Interface with researchers, engineers, and portfolio managers to translate investment hypotheses into production-ready code and tools Best practices: Document system architectures and processes; conduct code reviews and knowledge-sharing to ensure high standards in engineering and research workflows Ideal background: Strong Python and SQL programming skills, and highly proficient in handling financial datasets Experience in developing and implementing systematic trading strategies Strong analytical thinking with a background in statistics, econometrics, or data science Understand core financial concepts such as portfolio theory, risk models, and pricing of financial instruments Bachelor’s degree or higher in a quantitative discipline such as Computer Science, Engineering, Mathematics, or Quantitative Finance. Advanced degrees (MSc/PhD) are a plus At least 5 years of relevant experience in a quantitative research or development role Prior hands-on experience building production-quality tools for systematic research and ",N/A,5 years of relevant experience in a quantitativ,"Abu Dhabi, Middle East",Durlston Partners,https://durlstonpartners.com/jobs/python-quantitative-developer-uae/,Onsite
C++ Engineer,"USD 200,00 - 400,000 base + multiple of base as bonus. Do you dream in pointers and measure time away from your keyboard in clock-cycles? If so, I’m working with a development team for whom latency isn’t a metric, it’s treated as an existential crisis. They will need you (person who unironically loves 𝐜𝐨𝐧𝐬𝐭𝐞𝐱𝐩𝐫) to continue shaving off micros until they’re down into the nanos. They treat undefined behaviour for C++2a and C++2b like a personal insult and will be very keen to hear if you have made 𝐬𝐭𝐝::𝐜𝐡𝐫𝐨𝐧𝐨 cry before. Other things that matter to them would be experience with lock-free programming and strong networking chops (gm Mr./Mrs. Kernel Bypass). Bonus points if you’ve used 𝐩𝐞𝐫𝐟 to format your morning routine as well! What this team offers in return: A comically powerful compute estate No legacy code (okay, maybe 1 or 2 𝐠𝐨𝐭𝐨 statements) A nerf gun arsenal for settling debates about RAII vs. GC Free therapy sessions (just kidding—valgrind –tool=callgrind is your therapy",N/A,N/A,"London, New York, Singapore",Durlston Partners,https://durlstonpartners.com/jobs/c-engineer-3/,Onsite
"PhD, Quantitative Strategist","$300,000 - $400,000 TC. A well-established market maker, expanding its quantitative research team following a successful 2024 and a strong start to 2025, is seeking a PhD graduate in New York. This role will focus on alpha generation, developing predictive models, and researching new strategies across liquid markets. Key Responsibilities Apply statistical methods and analytical techniques to develop predictive models. Research and implement new trading strategies to enhance performance. Analyse existing strategies to identify optimisation opportunities. Develop risk models and frameworks to manage portfolio risk effectively. Build tools to automate research processes and improve data visualisation. Candidate Profile Advanced degree (preferably PhD) in a quantitative discipline such as Science, Mathematics, or Engineering. Strong academic background with a history of challenging coursework and a high GPA. Exceptional problem-solving, mathematical, and quantitative skills. Proficiency in programming languages such as C/C++ and Python. Ability to work under pressure and solve complex technical and quantitative problems. Strong communication skills, capable of engaging with both technical and non-technical teams. Internship experience in a quantitative role Intellectual curiosity, self-motivation, and a collaborative mindset. The firm values intellectual curiosity, problem-solving ability, and a passion for quantitative research in high-performance trading environments.",N/A,N/A,New York,Durlston Partners,https://durlstonpartners.com/jobs/phd-quantitative-strategist/,Onsite
Smart Contract Engineer,"We’re looking for a Smart Contract Sorcerer (Engineer) who would be interested in taking on the challenge of becoming employee #10 for a DeFi Exchange which is backed by many of the biggest names in crypto. Can you turn coffee into unbreakable code? Do you laugh in the face of reentrancy attacks? Well, if you dream in bytecode and consider “rug pulls” a personal insult… this might be for you. This team will need you to: Write code so robust (Solidity) you will make an auditor cry with tears of joy Battle digital poltergeists by hunting down vulnerabilities Treat gas like it’s yours; much optimised pls Spend time whispering to DAOs; code must be impeccable but diplomacy skills are optional How do you know if you’re a fit? You speak EVM fluently and have deployed contracts that didn’t get fork-bombed You triple-check every require() statement and consider “trust” a four-letter word. Formal verification experience? They’ll name a testnet after you You’ve farmed yield, battled slippage, and survived at least one crypto winter. Extra credit if you’ve written a post-mortem on a hack (yours or someone else’s) NTH? Public argument with Vitalik on Twitter/X Not being actively pursued by the SEC This team is based in the USA and cannot consider non-US Citizens or GC holders to be in the US.",N/A,N/A,"USD 200,000 - 250,000 + Tokens; USA",Durlston Partners,https://durlstonpartners.com/jobs/smart-contract-engineer/,Onsite
Senior C++ Engineer,"USD 300,000 base + performance bonus. We’re working with a crypto trading firm which prides itself on having some of the most high performance trading infrastructure in the industry. Sure, there are limits to how fast the orders can reach an exchange but this team has future-proofed its infra all the same. So what skills do these engineers have and what would they like you to share expertise in? They’ve come from firms where the work they did was measured in nanos, not micros and typically have the following skills: Optimising hardware for performance (CPU / GPU). Can you leverage SIMD and multiple cores? Exceptional memory management skills. Would you know why reference-counted smart pointers (e.g., std::shared_ptr) still lead to memory leaks? Networking skills which reduce OS kernel involvement for direct hardware access. When comparing RDMA and DPDK; which one is your go-to for HFT? The team has not lost any Engineers since they joined the team. What does this tell us? They are paid market-leading compensation and the work they do is intellectually stimulating enough, that they don’t need to go elsewhere for the most fun challenges in crypto trading. Prior experience in HFT is heavily preferred but if you have a strong track record solving these problems outside of that niche, you may still have a shot! Work authorisation in Singapore and the US will be required. Sponsorship is available for exceptional candidates to relocate to the UK.",N/A,N/A,"London, New York, Singapore",Durlston Partners,https://durlstonpartners.com/jobs/senior-c-engineer/,Onsite
Python Software Engineer,"Middle Office Python Developer (Fixed Income) – Hedge Fund – New York – Up to $250k TC A Fixed Income Global Macro fund is seeking a Middle Office Python Developer to join their team and play a critical role in building and supporting valuations and live PnL systems. This individual will primarily cover US trading hours, ensuring seamless operations for traders and resolving any issues related to trade booking and valuations. The salary on offer is up to $250k total compensation. Candidates will be required to be in the New York office 3 days per week. Key Responsibilities: Develop and maintain Middle Office systems for PnL and valuations Provide real-time support during US trading hours, troubleshooting trade booking and valuation-related issues Work closely with traders and operations teams to enhance system reliability and performance Build scalable, efficient, and high-performance software solutions Requirements: Strong Python development skills, with additional proficiency in C# 5+ years of experience in software engineering within a Hedge Fund or financial services environment Deep understanding of Fixed Income products (FX Options, Inflation, Credit) – candidates will be tested on product knowledge Prior experience in Middle Office development, specifically post-trade systems Willingness to provide on-call support during US hours (not expected to be excessive but required while markets are open) End-to-end development experience – ability to work across the full software development lifecycle Previous experience with valuations or fund valuations is a plus",N/A,5+ years of experience in software engineering w,New York,Durlston Partners,https://durlstonpartners.com/jobs/python-software-engineer-2/,Onsite
Finance Data Scientist,"Data Scientist – Finance Applications – Financial Services Firm – UAE – Up to $180k base A UAE based financial services firm are looking for a skilled Data Scientist with a passion for finance and AI to join an innovative and expanding team. The selected candidate will be at the forefront of refining large language model (LLM) outputs for financial applications, ensuring that the generated content is accurate. The base pay for the role ranges up to $180k p.a. and there is an on-site requirement (5 days per week) in their UAE office. Key Responsibilities: Oversee and enhance quality control systems for financial content generated by LLMs Develop quality metrics to evaluate the effectiveness and consistency of model-generated content Design and implement data pipelines for processing and analysing financial data Work closely with cross-functional teams to improve model performance, ensuring higher precision and relevance in financial contexts Apply domain expertise to enhance the financial knowledge representation in AI outputs Collaborate in an agile, technical environment with data scientists, engineers, and finance experts Key Requirements: Bachelor’s degree in Finance, Computer Science, Economics (Macro), or a related field 2+ years of experience in finance, data science, or a related field Strong grasp of macroeconomics, financial markets, and investment principles Proficiency in Python programming and experience with data manipulation libraries (such as pandas) is a must Ability to design and implement efficient data pipelines and processing workflows Strong problem-solving and analytical skills Ability to articulate complex financial concepts clearly and effectively to both technical and non-technical teams Preferred Requirements: Experience within the financial services industry (e.g., brokerage firms, investment funds, or banking) – in lieu of finance experience, a strong background in macroeconomics is required Research or consulting background with a focus on finance Knowledge of large language models (LLMs) and AI/ML optimization techniques (fine-tuning and architecture) Familiarity with natural language processing (NLP) and machine learning algorithms Master’s degree in a relevant field is a plus What You’ll Get: Opportunity to work at the intersection of cutting-edge AI and finance A collaborative, tech-driven environment with like-minded professionals Room for growth and the chance to shape the future of financial AI applications",N/A,"2+ years of experience in finance, data science,",Abu Dhabi,Durlston Partners,https://durlstonpartners.com/jobs/finance-data-scientist/,Onsite
Senior Portfolio Manager – Systematic Equities,"Exclusive Opportunity – Work Directly with the Founder We are working directly with the founder of a well-known hedge fund to hire a Senior Portfolio Manager (PM) for Systematic Equities. This is a unique opportunity to lead a large, high-performing team and drive systematic alpha generation within a well-capitalized, institutionally backed platform. For the right candidate, this opportunity may include a Separately Managed Account (SMA) structure, allowing for independent capital deployment while leveraging the firm’s best-in-class infrastructure, execution, and operational support. The Role This role is ideal for a senior-level Portfolio Manager with a strong track record in systematic equities and proven experience in managing large teams. You will oversee alpha research, portfolio construction, risk management, and execution strategies across global equity markets. As a key hire working directly with the founder, you will have the opportunity to shape the next phase of systematic equity investing at one of the industry’s most respected firms. Key Responsibilities Develop and scale systematic equity strategies (market-neutral, statistical arbitrage, factor investing, intraday/mid-frequency trading). Lead and manage a large team of quant researchers, traders, and engineers, ensuring a culture of innovation and performance. Oversee portfolio construction, risk management, and execution algorithms, optimizing for return stability and scalability. Utilize alternative datasets, deep learning, and machine learning models to enhance alpha generation. Deploy strategies globally, ensuring efficient capital allocation across regions and instruments. Manage and optimize execution algorithms to reduce trading costs and improve implementation efficiency. Potential to run a Separately Managed Account (SMA) for independent capital deployment while benefiting from the firm’s infrastructure. Collaborate directly with the founder and senior leadership to drive strategic initiatives. Ideal Candidate Profile 10+ years of experience in systematic equity portfolio management at a hedge fund, asset manager, or proprietary trading firm. Proven track record of generating strong risk-adjusted returns (Sharpe 2.0+ over multiple years). Experience managing and scaling a high-performing team (10+ quants, traders, engineers). Expertise in quantitative modeling, portfolio optimization, and execution strategies. Proficiency in programming (Python, C++, R) and experience with cloud com",N/A,10+ years of experience in systematic equity port,"Chicago, Florida, London, Middle East, New York",Durlston Partners,https://durlstonpartners.com/jobs/senior-portfolio-manager-systematic-equities/,Onsite
Senior AI/Deep Learning Quantitative Researcher (Options & Futures) – Buy-Side Firm,"About Our Client Our client is a rapidly expanding buy-side firm specializing in systematic trading across derivatives and cash markets. With a strong emphasis on AI-driven research, they integrate deep learning and reinforcement learning into high-frequency and medium-frequency trading strategies to generate uncorrelated returns for institutional investors. The Opportunity Join an elite research team at the forefront of AI-driven quantitative trading. This role focuses on applying state-of-the-art deep learning techniques to options, futures, and structured derivatives markets, with direct exposure to real-time alpha generation, portfolio optimization, and execution strategies. You will develop cutting-edge models for forecasting market dynamics and optimizing trade execution in a systematic, data-driven framework. Key Responsibilities Develop advanced AI/Deep Learning models for predictive signal generation in derivatives markets (volatility surfaces, term structure forecasting, order flow dynamics). Apply reinforcement learning to optimize execution strategies, market making, and hedging frameworks. Build and refine NLP-based models for extracting signals from alternative datasets (news sentiment, earnings call transcripts, options order flow). Enhance systematic options trading strategies (e.g., delta-hedging, volatility arbitrage, statistical arbitrage) using deep learning-based predictive frameworks. Deploy and optimize AI models in production with real-time inference and model adaptation to changing market conditions. Improve research infrastructure (scalable data pipelines, high-performance backtesting engines, deep learning model training frameworks). Collaborate with portfolio managers and execution teams to integrate AI-driven signals into risk-managed trading portfolios. Publish internal research on deep learning architectures for financial time series forecasting, reinforcement learning for derivatives trading, and explainability of AI-driven strategies. Ideal Candidate Profile 5+ years of experience in quantitative research, systematic trading, or AI-driven signal development at a top-tier hedge fund, prop firm, or high-frequency trading firm. Strong track record of alpha generation in derivatives markets (Sharpe ratio, risk-adjusted returns, and execution efficiency). Expertise in AI/Deep Learning frameworks: PyTorch, TensorFlow, JAX, or Hugging Face Transformers. Strong programming skills in Python and C++ (for low-latency research and exec",N/A,"5+ years of experience in quantitative research,","Abu Dhabi, Dubai, Florida, Hong Kong, London, New York, Remote, Singapore, Zug",Durlston Partners,https://durlstonpartners.com/jobs/senior-ai-deep-learning-quantitative-researcher-options-futures-buy-side-firm/,Remote
FPGA Engineer,$120.000-$200.000. Design cutting-edge FPGA solutions for ultra-low-latency trading systems in fast-paced HFT environments. Leverage your Verilog skills and collaborate with experts to drive peak performance and innovation.,N/A,N/A,Remote,Durlston Partners,https://durlstonpartners.com/jobs/fpga-engineer-2/,Remote
"Quantitative Analyst, Vice President","$200,000 - $225,000. A leading investment firm is seeking an experienced Quantitative Analyst to strengthen its investment strategies. With over a decade of incorporating quantitative strategies into their investment process, the firm is looking for someone with more than seven years of experience in quantitative research and financial modelling. In this role, you will collaborate closely with fundamental portfolio managers to develop and refine models that provide data-driven investment insights. Key Responsibilities Develop and maintain quantitative models to support investment decision-making. Work closely with fundamental portfolio managers to integrate quantitative insights into investment strategies. Analyse financial and market data using statistical, econometric, and AI/ML methodologies to identify trends and opportunities. Identify, evaluate, and integrate internal and external data sources. Develop scalable tools and processes using R or Python. Communicate findings clearly, ensuring transparency in model development, assumptions, and outputs. Ideal Profile 7+ years of experience in quantitative analysis and financial modelling, with expertise in equities and factor investing. Master’s degree in Mathematics, Statistics, Computer Science, AI, or a related quantitative or engineering field. Proficiency in R/Python for data analysis and model development. Strong data science skills, including data cleaning, predictive modelling, and feature engineering. Ability to adapt to emerging technologies and integrate AI/ML techniques, including large language models (LLMs). Excellent communication and collaboration skills to bridge quantitative research with fundamental investment decision-making. Please be aware that this role is not eligible for US work permit sponsorship.",N/A,7+ years of experience in quantitative analysis,New York,Durlston Partners,https://durlstonpartners.com/jobs/quantitative-analyst-vice-president/,Onsite
NLP Researcher,"£250,000. About the Company: Join a leading global macro fund renowned for its cutting-edge technology and innovative approaches. Due to recent success, the fund is expanding its Macro NLP team and is seeking an exceptional NLP Researcher to join their growing team. The Role: As an NLP Researcher in Macro Futures, you will apply your expertise in natural language processing to develop and leverage advanced NLP models for proprietary data. You’ll play a pivotal role in a team that leverages cutting-edge AI techniques to tackle complex challenges. Key Responsibilities: Develop and implement NLP techniques for macro futures strategies Conduct research and analysis to improve trading models Work closely with the Quant Strategy team to apply AI in live trading systems Collaborate with other teams to drive innovation and bring new insights into the firm’s trading strategies Requirements: 0-3 years of experience in a quantitative research role, ideally with experience in NLP and Macro Futures Strong academic background in Computer Science, Machine Learning, Mathematics, or a related field Experience with NLP techniques applied to financial markets is highly desirable Familiarity with quantitative research in the Macro Futures space from top-tier buy-side firms. Strong programming skills in Python, C++, or similar languages Ability to work well within a fast-paced and high-pressure environment Apply now! If you don’t receive a response within three days, unfortunately, your application has not been successful.",N/A,0-3 years,"London, New York, UK, USA",Durlston Partners,https://durlstonpartners.com/jobs/nlp-researcher/,Onsite
Machine Learning Specialist – Systematic Trading,"Upto $300,000 Total Compensation. A leading systematic hedge fund, known for its collaborative, research-driven culture, is seeking a Machine Learning Specialist to apply cutting-edge ML techniques to enhance trading strategies and infrastructure. This is a first-of-its-kind role, where you will act as a subject matter expert in ML, working across asset classes and strategies to develop scalable, high-impact solutions. With a highly selective team (predominantly Ivy League/Oxbridge grads) and a multi-strat, multi-asset approach, this firm offers a unique opportunity to shape the future of machine learning in systematic finance. Key Responsibilities: Develop & Apply Machine Learning Solutions: Identify opportunities to integrate ML into alpha generation, execution, and risk management. Cross-Team Collaboration: Work with quant researchers, traders, and engineers across equities, macro, and volatility strategies. End-to-End Implementation: Own the ML research pipeline, from feature extraction to production deployment. Stay at the Cutting Edge: Leverage advancements in deep learning, NLP, reinforcement learning, and other AI techniques to enhance systematic trading. Multi-Asset Coverage: Apply ML methodologies across equities, vol (rates/converts), commodities, FX, and credit. Ideal Profile: PhD or Master’s in Machine Learning, Computer Science, Applied Mathematics, or a related field, with a strong publication record in top ML/AI conferences. First-Principles Thinker: Ability to craft ML solutions tailored to high-performance trading environments. Extensive NLP & Feature Engineering Experience: Strong focus on scalable data analysis for signal generation. Strong Programming & ML Stack: Proficiency in Python, TensorFlow, PyTorch, Scikit-learn, and distributed computing. Quantitative Finance Exposure: Preference for candidates with quant experience, not just pure AI/ML backgrounds.",N/A,N/A,"London, New York",Durlston Partners,https://durlstonpartners.com/jobs/machine-learning-specialist-systematic-trading/,Onsite
C++ Software Engineer,"£150,000. About the Company This elite trading firm is redefining market-making across traditional and emerging asset classes, including cryptocurrency. The company builds all its systems from scratch, free from legacy constraints. They are expanding rapidly, leveraging advanced machine learning and cutting-edge C++ engineering to drive their trading strategies. The Opportunity They are looking for Mid to Lead C++ Software Engineers to design, develop, and optimize ultra-low-latency trading systems. This is an opportunity to work at the intersection of high-performance computing, algorithmic trading, and machine learning, making a direct impact on the firm’s success. What You’ll Do Build and optimize high-frequency, low-latency trading systems for new and existing markets. Collaborate closely with quants and traders to implement sophisticated trading strategies. Solve complex performance challenges in a fast-paced, research-driven environment. Work alongside some of the best minds in quantitative finance, engineering, and AI. Who They’re Looking For Extensive C++ experience, with a focus on performance, concurrency, and optimization. Deep knowledge of low-latency systems, HFT, market-making, or similar high-performance environments. Passion for solving complex technical challenges and pushing boundaries in trading technology. Only considering candidates with HFT experience Apply now! If you don’t receive a response within three days, unfortunately, your application has not been successful.",N/A,N/A,"Abu Dhabi, Amsterdam, Berlin, Bristol, California, Cayman Islands, Chicago, Dallas, Dubai, Dublin, Europe, Florida, France, Geneva, Glasgow, Hong Kong, London, Middle East, Munich, Netherlands, New York, Paris, Portugal, Remote, Singapore, Switzerland, UK, USA, Zug, Zurich",Durlston Partners,https://durlstonpartners.com/jobs/c-software-engineer-2/,Remote
Algorithm Engineer (C++ & Python),"£300,000 - £400,000. Overview: Join a small high-performance Systematic Prop Trading business. Working as part of Quant Research team, to analyse data, build models & signals for alpha generation, and manage risk. Responsibilities: Develop software solutions that leverage sophisticated statistical techniques and technologies to answer the most challenging questions in finance: Collaborate closely with Quants, Traders, and Developers – researching, developing, and testing execution and trading models Enhance and build a research infrastructure that can handle hundreds of thousands of tick-level signals Build a comprehensive, multi-market trading system to capitalize on relative value and statistical arbitrage opportunities Requirements: Excellent C++ Strong Python Write and deploy code in a production environment – where performance matters Computer Science (or similar) Degree from a Top 20 University Compensation: £300k-£400k (depending on experience) Feel your experience does not fit all these requirements? We encourage you to apply anyway!",N/A,N/A,London,Durlston Partners,https://durlstonpartners.com/jobs/algorithm-engineer-c-python/,Onsite
Full Stack Engineer,"£100,000. Imagine joining a team of elite engineers, quants, and traders at the forefront of digital asset trading. This is your chance to step into an all-hands-on-deck start-up environment where cutting-edge technology meets high-performance finance. This company, backed by some of the world’s most renowned VCs, is on a mission to redefine liquidity provisioning in the digital asset space. Their proprietary high-frequency trading (HFT) technology, built with advanced machine learning and stochastic control, gives them an edge in both centralized and decentralized markets. Now, they’re scaling their technology across the full crypto infrastructure value chain, and they need you to help make it happen. The Role: Fullstack Engineer In the first six months, you’ll be fully immersed, working side-by-side with traders and developers, delivering quick, high-impact solutions. This isn’t just about writing code, it’s about architecting and optimizing the very foundations of the company’s trading and infrastructure. Build and connect – Develop internal tools, improve trading infrastructure, and create seamless integrations across trading, finance, and compliance. Move fast, think smart – Tackle immediate deliverables while laying the groundwork for scalable, long-term solutions. Sit with the traders – Work directly with the Head of OTC Trading, a seasoned pro with a background in FX and traditional finance, who moves fast and provides direct feedback. Shape the company’s future – In a team of just 15, everyone plays a pivotal role. Your contributions will be visible and impactful from day one. What You Bring: Must-have: Python (core backend; this isn’t a web dev role) & JavaScript Big plus: AWS and Pulumi / GUI development experience Good to have: Some C++ exposure Education: A strong academic background in Computer Science, Mathematics, Physics, or a related quantitative discipline. Mindset matters: Entrepreneurial. Proactive. Ready to own problems and build solutions. This isn’t for someone who waits for direction, you’ll thrive if you take initiative and love a challenge. Why Join? Work with an elite team of builders and innovators in an ultra-fast-moving space. Direct access to leadership, no red tape, just execution. A once-in-a-career opportunity to shape a company’s trajectory in a high-growth industry. This is an urgent hire, the team needs this person now. If you’re ready to dive in and build the future of digital asset trading, let’s talk. Apply now! If ",N/A,N/A,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/full-stack-engineer/,Onsite
FPGA Engineer,"£150,000. A cutting-edge quantitative trading firm is seeking skilled FPGA Engineers to contribute to their ongoing market expansion projects. About the Client This innovative firm provides liquidity in both traditional and emerging markets, including cryptocurrency, by leveraging advanced machine learning to power their trading strategies. The company prides itself on being free of legacy constraints, building all systems from the ground up. They are rapidly expanding into new markets, trading exclusively with their own capital. About the Role As a FPGA Engineer, you’ll play a critical role in: Develop and optimise FPGA-based solutions for ultra-low-latency trading systems. Integrate FPGA solutions into broader trading infrastructure in collaboration with software developers. Implement hardware-accelerated solutions for protocol parsing, order entry, and market data processing. Optimise timing, resource usage, and latency to achieve best-in-class performance. Monitor and troubleshoot FPGA performance in a live trading environment. Why Join Us? Work in a fast-growing, results-oriented firm with minimal bureaucracy. Collaborate with some of the industry’s top engineers and researchers. Enjoy the flexibility of full remote work from anywhere in the world or choose to work from one of their hubs in cities like London or Dubai. What We’re Looking For Proficiency in Verilog/SystemVerilog with experience in FPGA design. Hands-on expertise with Xilinx Vivado, Altera Quartus, and FPGA debugging tools (ILA, SignalTap). Experience in peripheral integration (10G PHY/MAC, PCIe) and custom network stack implementations (TCP/UDP). Strong programming and scripting skills in C++ or Python. Only considering candidates with HFT (high frequency trading) experience. How to Apply We encourage you to apply even if you don’t meet every requirement listed. If you have a strong background, proven experience, and the drive to learn, we’d love to hear from you. Note: If you do not receive a response within three days, your application has unfortunately not been successful.",N/A,N/A,"Abu Dhabi, Amsterdam, Berlin, Bristol, California, Cayman Islands, Chicago, Dallas, Dubai, Dublin, Europe, Florida, France, Geneva, Glasgow, London, Middle East, Munich, Netherlands, New York, Paris, Portugal, Remote, Switzerland, UK, USA, Zug, Zurich",Durlston Partners,https://durlstonpartners.com/jobs/fpga-engineer/,Remote
Head of AI,"£300,000 base (minimum). Who? A global proprietary trading firm that has been a major player in traditional financial markets since the early ’90s. Over the past decade, they have expanded aggressively into emerging markets, including Digital Assets, and are now building out a cutting-edge AI-driven trading platform. Why? They are launching a new AI division to integrate cutting-edge machine learning, deep learning, and reinforcement learning techniques into their trading strategies. This is a high-impact, greenfield opportunity to shape the firm’s AI capabilities from the ground up, driving innovation in automated trading, predictive modeling, and decision-making systems. What? Lead the research, development, and deployment of AI models for trading and market prediction. Architect and build scalable AI/ML infrastructure using Python, TensorFlow/PyTorch, and modern frameworks. Work closely with traders, quant researchers, and engineers to optimize execution strategies. Develop and implement low-latency, real-time learning systems in production. Leverage cloud computing and distributed systems to scale AI workloads. Where? Global presence with 10 worldwide offices, including London. This role offers remote flexibility, but a London base is preferred. How much? Expect highly competitive compensation, with a base salary of up to £300k + bonus + equity.",N/A,N/A,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/2838/,Remote
Python Software Engineer,"£150,000. A crypto trading firm is on the lookout for Python Software Engineers to join their dynamic team. Specialising in quantitative trading, this firm is empowering blockchain projects and traditional financial institutions to thrive. As a Python Software Engineer, you’ll work alongside developers, traders, and quantitative researchers on high impact projects. Key Responsibilities Build and maintain systems for trading data, automated settlements, and real-time reconciliation. Work with cross-functional teams to enhance infrastructure and data systems. Ensure performance, scalability, and reliability of services. Looking For 2+ years of Python experience and familiarity with C++ is a bonus. Experience with SQL databases and Linux. If you’re a proactive, passionate developer with an interest in crypto, we want to hear from you! We encourage applicants from diverse backgrounds and value potential over experience, if you’re eager to learn, we’re here to support you. Note: If you don’t hear back within 3 days, your application was unfortunately not successful.",N/A,2+ years of Python experience and familiarity wi,London,Durlston Partners,https://durlstonpartners.com/jobs/python-software-engineer/,Onsite
AI Engineer,"£150k base + bonus + benefits. Job Title: AI Engineer About the Role We are seeking a highly skilled AI Engineer to join a leading investment management firm. In this role, you will design, develop, and deploy machine learning models and AI-driven solutions to enhance trading strategies, portfolio optimization, risk management, and financial forecasting. You will work closely with quant researchers, data scientists, and software engineers to leverage AI for making data-driven investment decisions. Key Responsibilities Develop and optimize machine learning models for financial market predictions, portfolio management, and risk assessment. Build AI-powered analytics tools and data pipelines to process large-scale financial datasets. Research and implement cutting-edge deep learning, NLP, and reinforcement learning techniques for investment strategies. Work closely with quantitative researchers and traders to integrate AI models into trading and risk systems. Improve model performance through feature engineering, hyperparameter tuning, and model validation. Ensure AI models are explainable, robust, and aligned with regulatory requirements. Optimize execution speed and efficiency, leveraging distributed computing and cloud infrastructure where necessary. Required Qualifications Bachelor’s, Master’s, or PhD in Computer Science, Machine Learning, Mathematics, or a related field. Strong programming skills in Python and experience with AI/ML frameworks (TensorFlow, PyTorch, Scikit-learn). Experience working with financial data and applying AI/ML models in an investment or trading context. Familiarity with time-series forecasting, NLP, reinforcement learning, and generative AI techniques. Proficiency in data engineering, big data processing (Spark, Dask, Kafka), and cloud computing (AWS, GCP, Azure). Strong understanding of statistical modeling, probability, and optimization techniques. Ability to collaborate with quant researchers, portfolio managers, and technology teams. Preferred Qualifications Experience working in a hedge fund, asset management, or proprietary trading firm. Knowledge of market microstructure, options pricing, and quantitative trading strategies. Familiarity with C++ or Rust for low-latency AI model execution. Prior experience in automated trading systems, alternative data, or AI-driven portfolio optimization. This is an exciting opportunity to work at the intersection of AI and finance, solving real-world problems with cutting-edge technology",N/A,N/A,London,Durlston Partners,https://durlstonpartners.com/jobs/ai-engineer/,Onsite
